Apartment,IPIP_1,IPIP_2,IPIP_3,IPIP_4,IPIP_5,IPIP_6,IPIP_7,IPIP_8,IPIP_9,IPIP_10,Sleep_schedule,Noise_sensitivity,Cleanliness,Cleanliness_2,Cooking_at_home,Guests_over,Smoking,Alcohol,Vibe,Chores,Conflict,FlatmateFactors_Priority,Compatibility_Importance,Compatibility_OverallRating,Compat_DailyRoutines,Compat_Tidiness,Compat_Noise,Compat_Interaction,Compat_Conflict,Compat_Relaxedness
E.22,Neither agree nor disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,00:00-02:00,Somewhat sensitive,Extremely important,Sometimes,Several times per week,Rarely,Non-smoker,Sometimes,Social & lively,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Slightly compatible,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Agree
E.42,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,00:00-02:00,Somewhat insensitive,Very important,Always,Never,A few times per month,Smoker,Sometimes,Social & lively,Often take initiative,Compromise quickly,Respect for boundaries,Not at all,Slightly compatible,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Agree
B.61,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Strongly agree,Before 22:00,Somewhat insensitive,Moderately important,Sometimes,Several times per week,Once per week,Non-smoker,Sometimes,Balanced,Often take initiative,Avoid confrontation,Shared interests / personality fit,Very,Very compatible,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Agree
HD.61,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Disagree,Agree,After 02:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Rarely,Non-smoker,Rarely,Very social,Often take initiative,"Be direct, even if uncomfortable",Not important / flexible,Very,Moderately compatible,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree
B.03,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Before 22:00,Somewhat insensitive,Very important,Sometimes,Once per week,A few times per month,Non-smoker,Often,Mostly private,Do my fair share,Try to solve problems through discussion,Being social and engaging,Moderately,Very compatible,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree
E.31,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,22:00-00:00,Neutral,Extremely important,Rarely,Rarely,Rarely,Non-smoker,Rarely,Social & lively,Take responsibility for most,Try to solve problems through discussion,Not important / flexible,Extremely,Slightly compatible,Strongly agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree
C.13,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,22:00-00:00,Somewhat insensitive,Extremely important,Often,Rarely,Once per week,Smoker,Very often,Balanced,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Moderately,Moderately compatible,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree
MO21,Disagree,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Before 22:00,Neutral,Extremely important,Rarely,Once per week,Rarely,Non-smoker,Sometimes,Social & lively,Do them when asked,Compromise quickly,Reliability in shared spaces,Very,Extremely compatible,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree
A.03,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,00:00-02:00,Somewhat sensitive,Moderately important,Most of the time,Once per week,A few times per month,Non-smoker,Sometimes,Social & lively,Take responsibility for most,"Be direct, even if uncomfortable",Being social and engaging,Extremely,Slightly compatible,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
A.02,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,22:00-00:00,Neutral,Extremely important,Often,Every day,A few times per month,Non-smoker,Never,Very social,Do them when asked,Compromise quickly,Similar daily routines,Very,Very compatible,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
A.56,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,After 02:00,Neutral,Very important,Most of the time,Several times per week,Once per week,Non-smoker,Sometimes,Mostly private,Often take initiative,"Be direct, even if uncomfortable",Being social and engaging,Moderately,Slightly compatible,Disagree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree
D.34,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,22:00-00:00,Somewhat insensitive,Extremely important,Sometimes,Several times per week,Several times per week,Non-smoker,Often,Balanced,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Very,Slightly compatible,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
A.51,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Disagree,Disagree,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Once per week,Never,Non-smoker,Sometimes,Social & lively,Avoid them,"Be direct, even if uncomfortable",Not important / flexible,Moderately,Very compatible,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree
A.03,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,22:00-00:00,Neutral,Very important,Rarely,Once per week,A few times per month,Smoker,Sometimes,Social & lively,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Very,Very compatible,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree
A.44,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,00:00-02:00,Neutral,Moderately important,Sometimes,Rarely,Rarely,Non-smoker,Sometimes,Balanced,Do my fair share,Compromise quickly,Respect for boundaries,Slightly,Moderately compatible,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree
A.56,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Disagree,After 02:00,Somewhat sensitive,Very important,Most of the time,Rarely,Never,Non-smoker,Often,Quiet & private,Do them when asked,"Be direct, even if uncomfortable",Being social and engaging,Moderately,Slightly compatible,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree
E.12,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,Neither agree nor disagree,22:00-00:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Rarely,Non-smoker,Sometimes,Mostly private,Do them when asked,"Be direct, even if uncomfortable",Being social and engaging,Slightly,Slightly compatible,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Strongly disagree
FR.33,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Agree,Disagree,22:00-00:00,Neutral,Moderately important,Rarely,Rarely,A few times per month,Smoker,Often,Mostly private,Often take initiative,Try to solve problems through discussion,Similar daily routines,Not at all,Extremely compatible,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree
C.43,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Neither agree nor disagree,After 02:00,Neutral,Extremely important,Sometimes,Every day,A few times per month,Non-smoker,Rarely,Social & lively,Often take initiative,Compromise quickly,Similar daily routines,Moderately,Slightly compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Disagree
B.23,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,22:00-00:00,Somewhat insensitive,Very important,Most of the time,Rarely,Never,Non-smoker,Sometimes,Social & lively,Take responsibility for most,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree
FR.71,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,22:00-00:00,Neutral,Slightly important,Rarely,Every day,Rarely,Non-smoker,Very often,Quiet & private,Take responsibility for most,Avoid confrontation,Being social and engaging,Not at all,Slightly compatible,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree
MO.71,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,22:00-00:00,Neutral,Extremely important,Always,Rarely,Rarely,Non-smoker,Never,Very social,Do my fair share,Try to solve problems through discussion,Similar daily routines,Slightly,Extremely compatible,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree
A.13,Strongly agree,Strongly disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Before 22:00,Somewhat insensitive,Very important,Often,Once per week,A few times per month,Non-smoker,Rarely,Quiet & private,Take responsibility for most,Compromise quickly,Being social and engaging,Moderately,Extremely compatible,Agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree
A.11,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,22:00-00:00,Neutral,Moderately important,Often,Once per week,Never,Non-smoker,Sometimes,Balanced,Do my fair share,Avoid confrontation,Respect for boundaries,Very,Not at all compatible,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Neither agree nor disagree
E.41,Strongly agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Before 22:00,Somewhat sensitive,Moderately important,Often,Rarely,Rarely,Non-smoker,Very often,Mostly private,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Slightly,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree
D.53,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,After 02:00,Somewhat insensitive,Extremely important,Rarely,Every day,A few times per month,Non-smoker,Rarely,Social & lively,Often take initiative,Try to solve problems through discussion,Not important / flexible,Not at all,Slightly compatible,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree
E.02,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,00:00-02:00,Somewhat insensitive,Very important,Often,Several times per week,Rarely,Non-smoker,Sometimes,Social & lively,Do them when asked,Try to solve problems through discussion,Shared interests / personality fit,Moderately,Slightly compatible,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree
C.03,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,After 02:00,Neutral,Very important,Most of the time,Once per week,A few times per month,Non-smoker,Never,Mostly private,Often take initiative,"Be direct, even if uncomfortable",Similar daily routines,Very,Moderately compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree
C.12,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,00:00-02:00,Somewhat sensitive,Moderately important,Rarely,Rarely,Several times per week,Non-smoker,Very often,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Not at all,Moderately compatible,Agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree
