unit,apartment,age,gender,nationality,remainingstay_days,lengthofstay_days,extraversion,agreeableness,conscientiousness,emotional_stability,openness,sleep_schedule,noise_sensitivity,cleanliness,cleanliness_2,cooking_at_home,guests_over,smoking,alcohol,vibe,chores,conflict,flatmatefactors_priority,compatibility_importance,compatibility_overallrating,compat_dailyroutines,compat_tidiness,compat_noise,compat_interaction,compat_conflict,compat_relaxedness,sleep_schedule_num,noise_sensitivity_num,cleanliness_num,cleanliness_2_num,cooking_at_home_num,guests_over_num,smoking_num,alcohol_num,vibe_num,chores_num,conflict_num,compatibility_importance_num,compatibility_overallrating_num,compat_dailyroutines_num,compat_tidiness_num,compat_noise_num,compat_interaction_num,compat_conflict_num,compat_relaxedness_num,occupation,apartmentsize
PXI.07.2,PXI.07,21.0,unknown,France,279,92,2.5,3.0,3.5,3.5,3.0,22:00-00:00,Neutral,Very important,Most of the time,Rarely,A few times per month,Non-smoker,Sometimes,Mostly private,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Very,Not at all compatible,Agree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,2.0,3,4,4,2,3,0,3,2,5,3.0,4,1,4,4,5,4,1,2,Apprentice / Trainee,9
PXI.07.7,PXI.07,20.0,male,Colombia,279,99,2.5,4.5,5.0,3.5,2.0,22:00-00:00,Somewhat insensitive,Very important,Often,Once per week,Once per week,Smoker,Often,Very social,Do them when asked,Compromise quickly,Being social and engaging,Slightly,Very compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,2.0,2,4,3,3,4,1,4,5,2,2.0,2,4,3,5,5,1,3,4,Student,9
PXI.07.5,PXI.07,21.0,male,France,279,97,3.5,3.0,3.0,3.0,3.0,00:00-02:00,Somewhat insensitive,Moderately important,Sometimes,Several times per week,Rarely,Non-smoker,Sometimes,Mostly private,Avoid them,Avoid confrontation,Similar daily routines,Extremely,Moderately compatible,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,3.0,2,3,2,4,2,0,3,2,1,1.0,5,3,4,3,4,3,3,1,Student,9
PXI.01.3,PXI.01,36.0,male,Germany,279,85,3.0,3.0,3.5,3.5,2.0,After 02:00,Neutral,Moderately important,Sometimes,Every day,Several times per week,Non-smoker,Often,Quiet & private,Take responsibility for most,Try to solve problems through discussion,Not important / flexible,Very,Very compatible,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,4.0,3,3,2,5,5,0,4,1,5,3.0,4,4,4,4,3,3,4,3,Employed,7
PXI.01.6,PXI.01,18.0,male,Germany,309,55,3.0,3.0,3.5,2.0,2.5,Before 22:00,Neutral,Extremely important,Rarely,Once per week,Rarely,Non-smoker,Sometimes,Social & lively,Do them when asked,Compromise quickly,Reliability in shared spaces,Very,Extremely compatible,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,1.0,3,5,1,3,2,0,3,4,2,2.0,4,5,4,4,3,5,5,5,Student,7
PXI.01.1,PXI.01,22.0,male,Romania,126,255,2.5,2.5,3.0,3.0,4.0,22:00-00:00,Somewhat sensitive,Very important,Often,Every day,Rarely,Non-smoker,Often,Quiet & private,Do my fair share,Compromise quickly,Shared interests / personality fit,Not at all,Moderately compatible,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,2.0,4,4,3,5,2,0,4,1,3,2.0,1,3,3,4,1,3,4,3,Student,7
PXI.01.7,PXI.01,21.0,female,Spain,279,97,3.5,3.0,3.5,2.5,2.5,22:00-00:00,Neutral,Very important,Sometimes,Rarely,Once per week,Non-smoker,Never,Social & lively,Often take initiative,Compromise quickly,Similar daily routines,Moderately,Slightly compatible,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,2.0,3,4,2,2,4,0,1,4,4,2.0,3,2,2,1,5,3,5,5,Student,7
PXI.01.4,PXI.01,19.0,unknown,China,36,177,3.0,3.0,2.5,3.0,3.0,22:00-00:00,Somewhat sensitive,Moderately important,Sometimes,Every day,Once per week,Non-smoker,Often,Mostly private,Take responsibility for most,Avoid confrontation,Being social and engaging,Moderately,Slightly compatible,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,2.0,4,3,2,5,4,0,4,2,5,1.0,3,2,3,1,5,5,1,3,Student,7
PXI.02.3,PXI.02,20.0,female,United States,217,147,3.0,3.5,3.0,3.0,4.0,22:00-00:00,Neutral,Moderately important,Often,Rarely,A few times per month,Non-smoker,Sometimes,Very social,Do them when asked,Compromise quickly,Shared interests / personality fit,Extremely,Not at all compatible,Disagree,Disagree,Disagree,Agree,Strongly agree,Neither agree nor disagree,2.0,3,3,3,2,3,0,3,5,2,2.0,5,1,2,2,2,4,5,3,Job-seeking,3
PXI.02.1,PXI.02,27.0,male,Portugal,36,328,2.5,2.0,3.0,3.5,4.0,00:00-02:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Several times per week,Non-smoker,Very often,Balanced,Take responsibility for most,Try to solve problems through discussion,Being social and engaging,Slightly,Very compatible,Disagree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,3.0,4,3,2,4,5,0,5,3,5,3.0,2,4,2,5,4,4,2,1,Employed,3
PXI.02.2,PXI.02,23.0,female,Austria,36,328,2.0,3.0,3.5,3.5,3.0,22:00-00:00,Neutral,Very important,Most of the time,Once per week,A few times per month,Non-smoker,Rarely,Social & lively,Take responsibility for most,Avoid confrontation,Respect for boundaries,Moderately,Moderately compatible,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Agree,2.0,3,4,4,3,3,0,2,4,5,1.0,3,3,4,2,3,4,2,4,Job-seeking,3
PXI.03.1,PXI.03,29.0,female,Brazil,36,100,3.5,2.5,2.5,3.0,3.5,22:00-00:00,Neutral,Very important,Often,Several times per week,Never,Non-smoker,Sometimes,Quiet & private,Take responsibility for most,Try to solve problems through discussion,Being social and engaging,Extremely,Very compatible,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,2.0,3,4,3,4,1,0,3,1,5,3.0,5,4,5,4,4,5,2,4,Employed,2
PXI.03.2,PXI.03,27.0,male,Germany,5,344,2.0,3.5,3.5,3.5,3.5,Before 22:00,Neutral,Extremely important,Most of the time,Once per week,Never,Non-smoker,Rarely,Quiet & private,Take responsibility for most,Compromise quickly,Not important / flexible,Slightly,Moderately compatible,Strongly disagree,Agree,Agree,Disagree,Agree,Strongly agree,1.0,3,5,4,3,1,0,2,1,5,2.0,2,3,1,4,4,2,4,5,Civil Servant,2
PXI.04.4,PXI.04,20.0,female,Spain,279,85,3.0,3.0,3.0,4.0,2.5,Before 22:00,Neutral,Very important,Most of the time,Several times per week,Rarely,Smoker,Often,Social & lively,Take responsibility for most,Compromise quickly,Respect for boundaries,Not at all,Very compatible,Strongly agree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Disagree,1.0,3,4,4,4,2,1,4,4,5,2.0,1,4,5,4,2,3,5,2,Student,4
PXI.04.2,PXI.04,20.0,unknown,France,36,85,2.5,3.0,4.0,2.0,3.0,00:00-02:00,Somewhat sensitive,Very important,Most of the time,Rarely,Several times per week,Smoker,Sometimes,Mostly private,Do my fair share,"Be direct, even if uncomfortable",Similar daily routines,Slightly,Slightly compatible,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,3.0,4,4,4,2,5,1,3,2,3,4.0,2,2,4,4,3,4,4,4,Student,4
PXI.04.1,PXI.04,23.0,unknown,South Korea,5,202,3.5,3.0,3.0,3.5,4.0,After 02:00,Somewhat sensitive,Extremely important,Most of the time,Every day,Never,Non-smoker,Often,Balanced,Do them when asked,Compromise quickly,Being social and engaging,Slightly,Moderately compatible,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,4.0,4,5,4,5,1,0,4,3,2,2.0,2,3,5,3,3,4,4,5,Student,4
PXI.04.3,PXI.04,24.0,female,France,36,85,2.5,2.0,4.0,2.5,3.5,After 02:00,Neutral,Very important,Often,Several times per week,A few times per month,Non-smoker,Often,Mostly private,Take responsibility for most,Try to solve problems through discussion,Respect for boundaries,Extremely,Not at all compatible,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,4.0,3,4,3,4,3,0,4,2,5,3.0,5,1,4,4,2,1,5,3,Student,4
PXI.05.2,PXI.05,25.0,male,Unknown,5,297,3.0,3.0,2.5,3.0,3.5,00:00-02:00,Neutral,Very important,Rarely,Several times per week,Never,Non-smoker,Often,Mostly private,Often take initiative,Try to solve problems through discussion,Not important / flexible,Extremely,Very compatible,Agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,3.0,3,4,1,4,1,0,4,2,4,3.0,5,4,4,4,3,5,4,5,Employed,9
PXI.05.9,PXI.05,18.0,female,Argentina,309,55,3.0,3.0,3.5,4.0,2.0,22:00-00:00,Somewhat sensitive,Moderately important,Always,Once per week,Several times per week,Non-smoker,Sometimes,Mostly private,Do my fair share,"Be direct, even if uncomfortable",Being social and engaging,Extremely,Slightly compatible,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,2.0,4,3,5,3,5,0,3,2,3,4.0,5,2,4,2,4,4,3,3,Student,9
PXI.05.5,PXI.05,22.0,female,United Kingdom,248,116,4.0,3.0,3.0,2.0,4.0,22:00-00:00,Neutral,Moderately important,Most of the time,Rarely,Rarely,Non-smoker,Sometimes,Quiet & private,Do them when asked,Compromise quickly,Reliability in shared spaces,Slightly,Moderately compatible,Strongly disagree,Agree,Agree,Disagree,Disagree,Strongly disagree,2.0,3,3,4,2,2,0,3,1,2,2.0,2,3,1,4,4,2,2,1,Apprentice / Trainee,9
PXI.05.4,PXI.05,25.0,male,Tanzania,5,359,2.0,4.0,3.0,2.0,2.5,22:00-00:00,Somewhat insensitive,Very important,Often,Once per week,Never,Non-smoker,Rarely,Quiet & private,Often take initiative,Try to solve problems through discussion,Being social and engaging,Slightly,Very compatible,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,2.0,2,4,3,3,1,0,2,1,4,3.0,2,4,4,5,3,3,1,3,Student,9
PXI.05.7,PXI.05,18.0,female,Germany,279,97,4.0,2.5,2.5,2.5,3.5,00:00-02:00,Neutral,Extremely important,Often,Every day,A few times per month,Non-smoker,Often,Balanced,Do my fair share,Compromise quickly,Respect for boundaries,Moderately,Slightly compatible,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,3.0,3,5,3,5,3,0,4,3,3,2.0,3,2,4,4,4,1,1,3,Student,9
PXI.05.8,PXI.05,21.0,female,United Kingdom,309,55,4.0,3.5,2.5,3.5,3.5,22:00-00:00,Neutral,Moderately important,Often,Once per week,Rarely,Non-smoker,Often,Social & lively,Take responsibility for most,Try to solve problems through discussion,Shared interests / personality fit,Extremely,Slightly compatible,Agree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,2.0,3,3,3,3,2,0,4,4,5,3.0,5,2,4,4,1,5,3,1,Student,9
PXI.05.6,PXI.05,23.0,female,Belgium,36,85,3.0,2.0,3.5,3.0,3.0,00:00-02:00,Somewhat insensitive,Moderately important,Often,Rarely,Rarely,Non-smoker,Sometimes,Balanced,Do my fair share,Try to solve problems through discussion,Respect for boundaries,Slightly,Very compatible,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,3.0,2,3,3,2,2,0,3,3,3,3.0,2,4,4,4,5,4,3,3,Student,9
PXI.05.3,PXI.05,23.0,male,France,5,358,2.5,2.0,3.5,2.5,3.5,After 02:00,Somewhat sensitive,Very important,Often,Once per week,Rarely,Non-smoker,Rarely,Very social,Do them when asked,Compromise quickly,Similar daily routines,Moderately,Extremely compatible,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,4.0,4,4,3,3,2,0,2,5,2,2.0,3,5,3,3,3,4,4,4,Employed,9
PXI.05.1,PXI.05,32.0,unknown,South Korea,187,207,3.0,4.0,2.0,3.5,4.0,00:00-02:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Rarely,Smoker,Never,Quiet & private,Take responsibility for most,Compromise quickly,Being social and engaging,Very,Not at all compatible,Agree,Strongly agree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,3.0,4,3,2,4,2,1,1,1,5,2.0,4,1,4,5,1,2,2,3,Job-seeking,9
PXI.06.1,PXI.06,21.0,male,Belgium,279,96,4.0,2.5,3.5,3.0,2.5,22:00-00:00,Somewhat insensitive,Very important,Sometimes,Several times per week,Rarely,Non-smoker,Sometimes,Mostly private,Take responsibility for most,Avoid confrontation,Reliability in shared spaces,Extremely,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,2.0,2,4,2,4,2,0,3,2,5,1.0,5,4,3,3,5,5,3,4,Student,9
PXI.06.4,PXI.06,20.0,male,Spain,5,147,3.0,3.0,2.0,3.0,3.5,22:00-00:00,Neutral,Very important,Rarely,Several times per week,Several times per week,Non-smoker,Rarely,Balanced,Take responsibility for most,Try to solve problems through discussion,Being social and engaging,Very,Very compatible,Strongly agree,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,2.0,3,4,1,4,5,0,2,3,5,3.0,4,4,5,2,3,5,3,4,Student,9
PXI.06.7,PXI.06,33.0,male,United States,36,55,4.0,3.5,3.5,4.5,3.0,00:00-02:00,Neutral,Moderately important,Sometimes,Rarely,Never,Non-smoker,Often,Mostly private,Do them when asked,Compromise quickly,Reliability in shared spaces,Moderately,Slightly compatible,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,3.0,3,3,2,2,1,0,4,2,2,2.0,3,2,4,4,5,5,4,4,Employed,9
PXI.06.3,PXI.06,22.0,unknown,Mexico,279,96,3.0,3.0,2.5,4.0,3.5,00:00-02:00,Neutral,Extremely important,Sometimes,Several times per week,Once per week,Non-smoker,Never,Social & lively,Avoid them,Try to solve problems through discussion,Respect for boundaries,Extremely,Very compatible,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,3.0,3,5,2,4,4,0,1,4,1,3.0,5,4,5,5,4,4,4,4,Student,9
PXI.06.5,PXI.06,25.0,female,Mexico,248,116,3.0,4.0,2.0,3.0,4.0,00:00-02:00,Somewhat sensitive,Extremely important,Rarely,Once per week,Once per week,Non-smoker,Never,Balanced,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Slightly compatible,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,3.0,4,5,1,3,4,0,1,3,2,3.0,5,2,4,4,2,2,5,5,Employed,9
PXI.06.6,PXI.06,19.0,female,Spain,36,55,4.5,3.5,2.5,2.5,3.5,00:00-02:00,Somewhat insensitive,Very important,Most of the time,Several times per week,Rarely,Non-smoker,Sometimes,Very social,Do my fair share,Try to solve problems through discussion,Similar daily routines,Very,Not at all compatible,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly disagree,3.0,2,4,4,4,2,0,3,5,3,3.0,4,1,1,2,3,3,2,1,Student,9
PXI.06.8,PXI.06,25.0,male,Lebanon,36,238,2.5,2.5,3.5,3.0,2.5,22:00-00:00,Somewhat insensitive,Very important,Rarely,Once per week,Several times per week,Non-smoker,Rarely,Balanced,Do them when asked,"Be direct, even if uncomfortable",Similar daily routines,Slightly,Very compatible,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Neither agree nor disagree,2.0,2,4,1,3,5,0,2,3,2,4.0,2,4,4,5,2,5,2,3,Job-seeking,9
PXI.06.9,PXI.06,24.0,female,United States,5,147,4.0,3.0,2.5,3.0,3.5,00:00-02:00,Neutral,Very important,Rarely,Once per week,Once per week,Non-smoker,Never,Very social,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Moderately compatible,Agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,3.0,3,4,1,3,4,0,1,5,3,3.0,2,3,4,4,4,4,3,5,Student,9
PXI.06.2,PXI.06,23.0,unknown,China,36,55,3.0,3.0,2.5,4.0,4.0,After 02:00,Somewhat insensitive,Moderately important,Most of the time,Every day,Rarely,Non-smoker,Rarely,Very social,Take responsibility for most,Compromise quickly,Similar daily routines,Extremely,Very compatible,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,4.0,2,3,4,5,2,0,2,5,5,2.0,5,4,2,3,2,3,1,2,Student,9
PXJ.01.1,PXJ.01,29.0,male,Italy,248,122,2.0,3.5,4.0,2.0,2.0,00:00-02:00,Somewhat insensitive,Moderately important,Most of the time,Once per week,A few times per month,Smoker,Often,Mostly private,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Extremely,Slightly compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,3.0,2,3,4,3,3,1,4,2,3,3.0,5,2,3,5,5,1,5,3,Job-seeking,5
PXJ.01.4,PXJ.01,34.0,male,Zimbabwe,156,208,2.5,2.5,2.5,2.0,2.5,After 02:00,Neutral,Moderately important,Most of the time,Several times per week,A few times per month,Non-smoker,Very often,Balanced,Do my fair share,Try to solve problems through discussion,Not important / flexible,Slightly,Moderately compatible,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,4.0,3,3,4,4,3,0,5,3,3,3.0,2,3,4,3,5,3,5,1,Employed,5
PXJ.01.3,PXJ.01,26.0,unknown,India,309,81,4.0,3.5,3.5,3.5,3.0,Before 22:00,Neutral,Extremely important,Rarely,Rarely,Rarely,Non-smoker,Rarely,Quiet & private,Do my fair share,Try to solve problems through discussion,Not important / flexible,Extremely,Slightly compatible,Agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,1.0,3,5,1,2,2,0,2,1,3,3.0,5,2,4,5,2,2,3,3,Student,5
PXJ.01.5,PXJ.01,28.0,male,India,309,55,3.5,3.5,3.0,2.5,3.0,Before 22:00,Somewhat insensitive,Extremely important,Rarely,Once per week,A few times per month,Non-smoker,Sometimes,Balanced,Do my fair share,Try to solve problems through discussion,Being social and engaging,Very,Slightly compatible,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,1.0,2,5,1,3,3,0,3,3,3,3.0,4,2,5,5,4,3,2,5,Employed,5
PXJ.01.2,PXJ.01,23.0,female,Germany,217,147,3.0,3.0,2.5,3.5,4.0,22:00-00:00,Somewhat insensitive,Very important,Rarely,Never,Never,Non-smoker,Rarely,Balanced,Take responsibility for most,Avoid confrontation,Being social and engaging,Not at all,Slightly compatible,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,2.0,2,4,1,1,1,0,2,3,5,1.0,1,2,5,4,4,3,4,4,Employed,5
PXJ.02.2,PXJ.02,24.0,male,Egypt,279,85,3.0,2.5,3.5,3.0,3.0,22:00-00:00,Neutral,Very important,Rarely,Never,Never,Non-smoker,Rarely,Balanced,Often take initiative,Avoid confrontation,Respect for boundaries,Slightly,Extremely compatible,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Agree,2.0,3,4,1,1,1,0,2,3,4,1.0,2,5,5,3,1,4,2,4,Student,2
PXJ.03.3,PXJ.03,18.0,female,Germany,279,85,3.0,3.0,3.0,2.5,2.5,00:00-02:00,Neutral,Extremely important,Most of the time,Never,Never,Non-smoker,Sometimes,Social & lively,Do my fair share,Try to solve problems through discussion,Not important / flexible,Extremely,Extremely compatible,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,3.0,3,5,4,1,1,0,3,4,3,3.0,5,5,3,2,1,3,5,1,Employed,5
PXJ.03.4,PXJ.03,28.0,female,Germany,279,85,1.5,2.5,2.5,2.0,2.5,22:00-00:00,Neutral,Very important,Rarely,Once per week,Never,Non-smoker,Rarely,Quiet & private,Often take initiative,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Moderately compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Neither agree nor disagree,2.0,3,4,1,3,1,0,2,1,4,4.0,4,3,3,5,5,5,2,3,Student,5
PXJ.03.5,PXJ.03,28.0,female,Germany,36,85,2.5,3.5,2.0,4.0,3.5,22:00-00:00,Very sensitive,Moderately important,Most of the time,Several times per week,Rarely,Non-smoker,Rarely,Balanced,Do my fair share,Try to solve problems through discussion,Similar daily routines,Slightly,Very compatible,Disagree,Disagree,Agree,Agree,Agree,Disagree,2.0,5,3,4,4,2,0,2,3,3,3.0,2,4,2,2,4,4,4,2,Student,5
PXJ.03.1,PXJ.03,24.0,female,Germany,309,74,3.0,3.0,3.0,3.0,3.5,00:00-02:00,Somewhat sensitive,Very important,Sometimes,Rarely,A few times per month,Smoker,Sometimes,Balanced,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Very,Not at all compatible,Disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,3.0,4,4,2,2,3,1,3,3,3,4.0,4,1,2,4,3,5,1,4,Student,5
PXJ.04.4,PXJ.04,18.0,male,Germany,309,78,4.0,3.5,3.0,3.0,2.5,22:00-00:00,Somewhat insensitive,Moderately important,Always,Several times per week,Rarely,Non-smoker,Sometimes,Balanced,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Very,Slightly compatible,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,2.0,2,3,5,4,2,0,3,3,3,3.0,4,2,1,4,3,3,4,4,Student,5
PXJ.04.2,PXJ.04,26.0,female,Canada,36,116,2.5,3.0,3.0,4.0,3.0,22:00-00:00,Neutral,Slightly important,Often,Rarely,Rarely,Smoker,Never,Mostly private,Take responsibility for most,"Be direct, even if uncomfortable",Shared interests / personality fit,Moderately,Slightly compatible,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,2.0,3,2,3,2,2,1,1,2,5,4.0,3,2,4,2,1,5,5,4,Student,5
PXJ.04.1,PXJ.04,19.0,male,France,36,85,3.5,3.5,3.5,3.0,2.0,22:00-00:00,Neutral,Very important,Rarely,Several times per week,Never,Non-smoker,Often,Very social,Do my fair share,"Be direct, even if uncomfortable",Being social and engaging,Moderately,Extremely compatible,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,2.0,3,4,1,4,1,0,4,5,3,4.0,3,5,5,4,3,3,3,2,Student,5
